window_start	window_end	window_mid	n_snps	median_chisq	median_OR	median_prop_1111_obs	median_prop_0000_obs	median_prop_1111_exp	median_prop_0000_exp	mean_n_samples	population	subset
1515031	1525030	1520030.5	68	50.97097128932312	NA	0	1	0.996005996001	1.0000000000000036e-12	47.94117647058823	LI11	LI
31	10030	5030.5	140	107.63609271971256	0	0	1	0.996005996001	1.0000000000000036e-12	58.17857142857143	LI12	LI
5031	15030	10030.5	118	58.003110351015685	0	0	1	0.996005996001	1.0000000000000036e-12	61.05084745762712	LI12	LI
10031	20030	15030.5	124	57.97443423520849	0	0	1	0.996005996001	1.0000000000000036e-12	60.766129032258064	LI12	LI
15031	25030	20030.5	89	55.83430363172414	0	0	1	0.996005996001	1.0000000000000036e-12	61.943820224719104	LI12	LI
20031	30030	25030.5	77	53.69417302823979	0	0	1	0.996005996001	1.0000000000000036e-12	62.36363636363637	LI12	LI
25031	35030	30030.5	108	62.462074596474665	NA	0	1	0.996005996001	1.0000000000000036e-12	62.71296296296296	LI12	LI
30031	40030	35030.5	117	62.462074596474665	NA	0	1	0.996005996001	1.0000000000000036e-12	62.94871794871795	LI12	LI
35031	45030	40030.5	78	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.833333333333336	LI12	LI
40031	50030	45030.5	80	49.15767740625	0	0	1	0.996005996001	1.0000000000000036e-12	61.6	LI12	LI
45031	55030	50030.5	108	49.15767740625	0	0	1	0.996005996001	1.0000000000000036e-12	62.9537037037037	LI12	LI
50031	60030	55030.5	110	60.001186880357274	0	0	1	0.996005996001	1.0000000000000036e-12	63.32727272727273	LI12	LI
55031	65030	60030.5	97	59.22228738064236	0	0	1	0.996005996001	1.0000000000000036e-12	62.608247422680414	LI12	LI
60031	70030	65030.5	96	27.947695540269677	NA	0	1	0.996005996001	1.0000000000000036e-12	62.291666666666664	LI12	LI
65031	75030	70030.5	122	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.5655737704918	LI12	LI
70031	80030	75030.5	123	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.96747967479675	LI12	LI
75031	85030	80030.5	90	62.976441678964356	NA	0	1	0.996005996001	1.0000000000000036e-12	63.62222222222222	LI12	LI
80031	90030	85030.5	86	62.976441678964356	NA	0	1	0.996005996001	1.0000000000000036e-12	63.5	LI12	LI
85031	95030	90030.5	106	48.969802654506196	NA	0	1	0.996005996001	1.0000000000000036e-12	61.85849056603774	LI12	LI
90031	100030	95030.5	129	48.969802654506196	NA	0	1	0.996005996001	1.0000000000000036e-12	60.10077519379845	LI12	LI
95031	105030	100030.5	164	65.70773767081229	1935.9357991783286	0	1	0.996005996001	1.0000000000000036e-12	59.109756097560975	LI12	LI
100031	110030	105030.5	134	65.70773767081229	1935.9357991783286	0	1	0.996005996001	1.0000000000000036e-12	59.91044776119403	LI12	LI
105031	115030	110030.5	88	41.89197293276835	15090.159342447894	0	1	0.996005996001	1.0000000000000036e-12	62.25	LI12	LI
110031	120030	115030.5	99	41.89197293276835	15090.159342447894	0	1	0.996005996001	1.0000000000000036e-12	62.898989898989896	LI12	LI
115031	125030	120030.5	99	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.5959595959596	LI12	LI
120031	130030	125030.5	67	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.07462686567164	LI12	LI
125031	135030	130030.5	88	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.93181818181818	LI12	LI
130031	140030	135030.5	118	64.9771590805644	NA	0	1	0.996005996001	1.0000000000000036e-12	61.152542372881356	LI12	LI
135031	145030	140030.5	96	64.47698250296683	NA	0	1	0.996005996001	1.0000000000000036e-12	60.614583333333336	LI12	LI
140031	150030	145030.5	138	63.97680592536926	NA	0	1	0.996005996001	1.0000000000000036e-12	63.41304347826087	LI12	LI
145031	155030	150030.5	214	60.459178809241664	0	0	1	0.996005996001	1.0000000000000036e-12	63.28504672897196	LI12	LI
150031	160030	155030.5	199	61.97606581056358	0	0	1	0.996005996001	1.0000000000000036e-12	62.61306532663317	LI12	LI
155031	165030	160030.5	131	61.97606581056358	NA	0	1	0.996005996001	1.0000000000000036e-12	62.152671755725194	LI12	LI
160031	170030	165030.5	95	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.22105263157895	LI12	LI
165031	175030	170030.5	87	44.22710905349794	0	0	1	0.996005996001	1.0000000000000036e-12	61.59770114942529	LI12	LI
170031	180030	175030.5	81	44.22710905349794	0	0	1	0.996005996001	1.0000000000000036e-12	61.71604938271605	LI12	LI
175031	185030	180030.5	94	58.510972948944385	0	0	1	0.996005996001	1.0000000000000036e-12	60.98936170212766	LI12	LI
180031	190030	185030.5	112	58.510972948944385	0	0	1	0.996005996001	1.0000000000000036e-12	61.13392857142857	LI12	LI
185031	195030	190030.5	101	65.97750164350111	NA	0	1	0.996005996001	1.0000000000000036e-12	62.722772277227726	LI12	LI
190031	200030	195030.5	80	65.97750164350111	NA	0	1	0.996005996001	1.0000000000000036e-12	63.6625	LI12	LI
195031	205030	200030.5	113	32.825444527923864	NA	0	1	0.996005996001	1.0000000000000036e-12	62.31858407079646	LI12	LI
200031	210030	205030.5	114	32.825444527923864	NA	0	1	0.996005996001	1.0000000000000036e-12	61.780701754385966	LI12	LI
205031	215030	210030.5	91	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.84615384615385	LI12	LI
210031	220030	215030.5	103	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.359223300970875	LI12	LI
215031	225030	220030.5	109	47.76204560403234	4.0793833271321986e-5	0	1	0.996005996001	1.0000000000000036e-12	62.11009174311926	LI12	LI
220031	230030	225030.5	84	47.76204560403234	4.0793833271321986e-5	0	1	0.996005996001	1.0000000000000036e-12	61.607142857142854	LI12	LI
225031	235030	230030.5	51	66.97783408364727	NA	0	1	0.996005996001	1.0000000000000036e-12	63.490196078431374	LI12	LI
230031	240030	235030.5	89	56.97318503879926	NA	0	1	0.996005996001	1.0000000000000036e-12	62.95505617977528	LI12	LI
235031	245030	240030.5	105	46.96853599395124	NA	0	1	0.996005996001	1.0000000000000036e-12	62.61904761904762	LI12	LI
240031	250030	245030.5	100	64.9771590805644	NA	0	1	0.996005996001	1.0000000000000036e-12	62.8	LI12	LI
245031	255030	250030.5	99	64.9771590805644	NA	0	1	0.996005996001	1.0000000000000036e-12	62.75757575757576	LI12	LI
250031	260030	255030.5	98	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.285714285714285	LI12	LI
255031	265030	260030.5	104	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.98076923076923	LI12	LI
260031	270030	265030.5	87	64.9771590805644	NA	0	1	0.996005996001	1.0000000000000036e-12	62.367816091954026	LI12	LI
265031	275030	270030.5	80	65.97750164350111	0	0	1	0.996005996001	1.0000000000000036e-12	62.9625	LI12	LI
270031	280030	275030.5	82	65.97750164350111	0	0	1	0.996005996001	1.0000000000000036e-12	63.01219512195122	LI12	LI
275031	285030	280030.5	87	60.647928494099034	0	0	1	0.996005996001	1.0000000000000036e-12	60.5632183908046	LI12	LI
280031	290030	285030.5	86	62.320994356186034	0	0	1	0.996005996001	1.0000000000000036e-12	57.83720930232558	LI12	LI
285031	295030	290030.5	91	43.794916601489135	0	0	1	0.996005996001	1.0000000000000036e-12	59.30769230769231	LI12	LI
290031	300030	295030.5	99	41.378554682173785	0	0	1	0.996005996001	1.0000000000000036e-12	60.94949494949495	LI12	LI
295031	305030	300030.5	142	38.96219276285844	NA	0	1	0.996005996001	1.0000000000000036e-12	61.732394366197184	LI12	LI
300031	310030	305030.5	134	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.649253731343286	LI12	LI
305031	315030	310030.5	90	61.450610355061485	NA	0	1	0.996005996001	1.0000000000000036e-12	59.05555555555556	LI12	LI
310031	320030	315030.5	131	61.450610355061485	NA	0	1	0.996005996001	1.0000000000000036e-12	60.099236641221374	LI12	LI
315031	325030	320030.5	121	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.97520661157025	LI12	LI
320031	330030	325030.5	92	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	58.44565217391305	LI12	LI
325031	335030	330030.5	108	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.01851851851852	LI12	LI
330031	340030	335030.5	99	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.83838383838384	LI12	LI
335031	345030	340030.5	84	1181.3387391547524	0	0	1	0.996005996001	1.0000000000000036e-12	61.57142857142857	LI12	LI
340031	350030	345030.5	67	621.2538988076312	0	0	1	0.996005996001	1.0000000000000036e-12	57.40298507462686	LI12	LI
345031	355030	350030.5	34	61.16905846050999	NA	0	1	0.996005996001	1.0000000000000036e-12	50.705882352941174	LI12	LI
350031	360030	355030.5	8	1157.223100562844	0	0	1	0.996005996001	1.0000000000000036e-12	50.125	LI12	LI
355031	365030	360030.5	7	1157.223100562844	0	0	1	0.996005996001	1.0000000000000036e-12	43.42857142857143	LI12	LI
360031	370030	365030.5	13	41.01164393398729	0	0	1	0.996005996001	1.0000000000000036e-12	41.53846153846154	LI12	LI
365031	375030	370030.5	54	41.01164393398729	0	0	1	0.996005996001	1.0000000000000036e-12	38.75925925925926	LI12	LI
370031	380030	375030.5	89	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	47.86516853932584	LI12	LI
375031	385030	380030.5	75	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.333333333333336	LI12	LI
380031	390030	385030.5	67	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.88059701492537	LI12	LI
385031	395030	390030.5	81	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.54320987654321	LI12	LI
390031	400030	395030.5	81	61.67330317881239	0	0	1	0.996005996001	1.0000000000000036e-12	62.888888888888886	LI12	LI
395031	405030	400030.5	80	61.67330317881239	0	0	1	0.996005996001	1.0000000000000036e-12	62.5125	LI12	LI
400031	410030	405030.5	99	64.9771590805644	NA	0	1	0.996005996001	1.0000000000000036e-12	61.74747474747475	LI12	LI
405031	415030	410030.5	87	64.9771590805644	0	0	1	0.996005996001	1.0000000000000036e-12	60.758620689655174	LI12	LI
410031	420030	415030.5	67	64.9771590805644	0	0	1	0.996005996001	1.0000000000000036e-12	59.940298507462686	LI12	LI
415031	425030	420030.5	78	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.02564102564103	LI12	LI
420031	430030	425030.5	91	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.62637362637363	LI12	LI
425031	435030	430030.5	96	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.135416666666664	LI12	LI
430031	440030	435030.5	96	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.708333333333336	LI12	LI
435031	445030	440030.5	93	50.705172428031574	49033.66089347187	0	1	0.996005996001	1.0000000000000036e-12	61.55913978494624	LI12	LI
440031	450030	445030.5	80	48.015154643338576	24516.830466520674	0	1	0.996005996001	1.0000000000000036e-12	60.1625	LI12	LI
445031	455030	450030.5	75	54.65097139200742	3.9569484013928384e-5	0	1	0.996005996001	1.0000000000000036e-12	61.666666666666664	LI12	LI
450031	460030	455030.5	96	63.97680592536926	NA	0	1	0.996005996001	1.0000000000000036e-12	62.604166666666664	LI12	LI
455031	465030	460030.5	93	42.923325000078606	NA	0	1	0.996005996001	1.0000000000000036e-12	61.12903225806452	LI12	LI
460031	470030	465030.5	97	42.923325000078606	NA	0	1	0.996005996001	1.0000000000000036e-12	60.75257731958763	LI12	LI
465031	475030	470030.5	85	61.97606581056358	NA	0	1	0.996005996001	1.0000000000000036e-12	62	LI12	LI
470031	480030	475030.5	61	56.79043275069377	NA	0	1	0.996005996001	1.0000000000000036e-12	62.52459016393443	LI12	LI
475031	485030	480030.5	77	51.60479969082395	NA	0	1	0.996005996001	1.0000000000000036e-12	62.83116883116883	LI12	LI
480031	490030	485030.5	54	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.51851851851852	LI12	LI
485031	495030	490030.5	40	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.925	LI12	LI
490031	500030	495030.5	54	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.44444444444444	LI12	LI
495031	505030	500030.5	65	36.43658902709207	NA	0	1	0.996005996001	1.0000000000000036e-12	61.56923076923077	LI12	LI
500031	510030	505030.5	74	36.43658902709207	NA	0	1	0.996005996001	1.0000000000000036e-12	62.027027027027025	LI12	LI
505031	515030	510030.5	83	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.3855421686747	LI12	LI
510031	520030	515030.5	77	51.64252261404434	26411	0	1	0.996005996001	1.0000000000000036e-12	61.298701298701296	LI12	LI
515031	525030	520030.5	59	55.04554930928845	0	0	1	0.996005996001	1.0000000000000036e-12	62.74576271186441	LI12	LI
520031	530030	525030.5	71	55.04554930928845	0	0	1	0.996005996001	1.0000000000000036e-12	58.74647887323944	LI12	LI
525031	535030	530030.5	76	44.73243543836806	0	0	1	0.996005996001	1.0000000000000036e-12	56.18421052631579	LI12	LI
530031	540030	535030.5	72	41.58642578125	0	0	1	0.996005996001	1.0000000000000036e-12	55.93055555555556	LI12	LI
535031	545030	540030.5	82	63.97680592536926	NA	0	1	0.996005996001	1.0000000000000036e-12	56.207317073170735	LI12	LI
540031	550030	545030.5	97	63.13511205290948	NA	0	1	0.996005996001	1.0000000000000036e-12	59.21649484536083	LI12	LI
545031	555030	550030.5	95	55.79558397456147	0	0	1	0.996005996001	1.0000000000000036e-12	61.463157894736845	LI12	LI
550031	560030	555030.5	63	55.79558397456147	0	0	1	0.996005996001	1.0000000000000036e-12	62.12698412698413	LI12	LI
555031	565030	560030.5	46	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.69565217391305	LI12	LI
560031	570030	565030.5	73	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.23287671232877	LI12	LI
565031	575030	570030.5	109	47.42435971683731	0	0	1	0.996005996001	1.0000000000000036e-12	61.137614678899084	LI12	LI
570031	580030	575030.5	102	48.88085746585181	0	0	1	0.996005996001	1.0000000000000036e-12	60.69607843137255	LI12	LI
575031	585030	580030.5	67	54.68919669351288	0	0	1	0.996005996001	1.0000000000000036e-12	61.07462686567164	LI12	LI
580031	590030	585030.5	70	50.48817603690273	0	0	1	0.996005996001	1.0000000000000036e-12	60.214285714285715	LI12	LI
585031	595030	590030.5	79	52.972052852354636	NA	0	1	0.996005996001	1.0000000000000036e-12	59.30379746835443	LI12	LI
590031	600030	595030.5	71	56.92297048757453	0	0	1	0.996005996001	1.0000000000000036e-12	60.11267605633803	LI12	LI
595031	605030	600030.5	86	54.35081757493684	0	0	1	0.996005996001	1.0000000000000036e-12	61.25581395348837	LI12	LI
600031	610030	605030.5	114	47.82774702707926	0	0	1	0.996005996001	1.0000000000000036e-12	59.64035087719298	LI12	LI
605031	615030	610030.5	118	51.76685979855738	0	0	1	0.996005996001	1.0000000000000036e-12	60.3728813559322	LI12	LI
610031	620030	615030.5	107	63.97680592536926	NA	0	1	0.996005996001	1.0000000000000036e-12	62.822429906542055	LI12	LI
615031	625030	620030.5	100	63.97680592536926	NA	0	1	0.996005996001	1.0000000000000036e-12	63.61	LI12	LI
620031	630030	625030.5	101	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.53465346534654	LI12	LI
625031	635030	630030.5	112	62.976441678964356	NA	0	1	0.996005996001	1.0000000000000036e-12	61.544642857142854	LI12	LI
630031	640030	635030.5	79	62.46144010197179	NA	0	1	0.996005996001	1.0000000000000036e-12	60.835443037974684	LI12	LI
635031	645030	640030.5	41	61.94643852497923	NA	0	1	0.996005996001	1.0000000000000036e-12	62.1219512195122	LI12	LI
640031	650030	645030.5	57	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	58.666666666666664	LI12	LI
645031	655030	650030.5	63	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	59.82539682539682	LI12	LI
650031	660030	655030.5	64	744.6383801171721	0	0	1	0.996005996001	1.0000000000000036e-12	60.71875	LI12	LI
655031	665030	660030.5	63	56.457727459569504	0	0	1	0.996005996001	1.0000000000000036e-12	59.96825396825397	LI12	LI
660031	670030	665030.5	53	56.457727459569504	0	0	1	0.996005996001	1.0000000000000036e-12	61.490566037735846	LI12	LI
665031	675030	670030.5	35	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.542857142857144	LI12	LI
670031	680030	675030.5	11	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	50.81818181818182	LI12	LI
675031	685030	680030.5	9	NA	NA	NA	NA	NA	NA	0.4444444444444444	LI12	LI
680031	690030	685030.5	7	NA	NA	NA	NA	NA	NA	0.5714285714285714	LI12	LI
685031	695030	690030.5	0	NA	NA	NA	NA	NA	NA	NA	LI12	LI
690031	700030	695030.5	0	NA	NA	NA	NA	NA	NA	NA	LI12	LI
695031	705030	700030.5	0	NA	NA	NA	NA	NA	NA	NA	LI12	LI
700031	710030	705030.5	16	61.97606581056358	NA	0	1	0.996005996001	1.0000000000000036e-12	57.5625	LI12	LI
705031	715030	710030.5	62	143.40982351088178	0.5127093868217708	0	1	0.996005996001	1.0000000000000036e-12	60.33870967741935	LI12	LI
710031	720030	715030.5	107	53.417937861985024	0.2563546934108854	0	1	0.996005996001	1.0000000000000036e-12	61.39252336448598	LI12	LI
715031	725030	720030.5	99	41.78699916192659	0	0	1	0.996005996001	1.0000000000000036e-12	61.484848484848484	LI12	LI
720031	730030	725030.5	77	62.29019998927701	0	0	1	0.996005996001	1.0000000000000036e-12	62.41558441558441	LI12	LI
725031	735030	730030.5	74	63.793944130730836	0	0	1	0.996005996001	1.0000000000000036e-12	63.32432432432432	LI12	LI
730031	740030	735030.5	66	54.61862483782198	NA	0	1	0.996005996001	1.0000000000000036e-12	62.54545454545455	LI12	LI
735031	745030	740030.5	71	54.61862483782198	NA	0	1	0.996005996001	1.0000000000000036e-12	62.2112676056338	LI12	LI
740031	750030	745030.5	77	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.03896103896104	LI12	LI
745031	755030	750030.5	72	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.47222222222222	LI12	LI
750031	760030	755030.5	75	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.29333333333334	LI12	LI
755031	765030	760030.5	93	42.30289697265626	0	0	1	0.996005996001	1.0000000000000036e-12	60.344086021505376	LI12	LI
760031	770030	765030.5	92	42.70045797854277	0	0	1	0.996005996001	1.0000000000000036e-12	58.93478260869565	LI12	LI
765031	775030	770030.5	102	42.70045797854277	0	0	1	0.996005996001	1.0000000000000036e-12	59.431372549019606	LI12	LI
770031	780030	775030.5	98	47.79899171802032	0	0	1	0.996005996001	1.0000000000000036e-12	60.55102040816327	LI12	LI
775031	785030	780030.5	58	53.014313742737585	NA	0	1	0.996005996001	1.0000000000000036e-12	61.36206896551724	LI12	LI
780031	790030	785030.5	70	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	58.74285714285714	LI12	LI
785031	795030	790030.5	87	61.3766776216758	0	0	1	0.996005996001	1.0000000000000036e-12	58.10344827586207	LI12	LI
790031	800030	795030.5	67	61.3766776216758	0	0	1	0.996005996001	1.0000000000000036e-12	58.343283582089555	LI12	LI
795031	805030	800030.5	70	33.62591116680236	0	0	1	0.996005996001	1.0000000000000036e-12	57.91428571428571	LI12	LI
800031	810030	805030.5	66	33.62591116680236	0	0	1	0.996005996001	1.0000000000000036e-12	59.59090909090909	LI12	LI
805031	815030	810030.5	34	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	57.05882352941177	LI12	LI
810031	820030	815030.5	91	51.19992788047156	0	0	1	0.996005996001	1.0000000000000036e-12	56.02197802197802	LI12	LI
815031	825030	820030.5	109	51.19992788047156	0	0	1	0.996005996001	1.0000000000000036e-12	58.788990825688074	LI12	LI
820031	830030	825030.5	62	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.87096774193548	LI12	LI
825031	835030	830030.5	77	48.81433007257229	NA	0	1	0.996005996001	1.0000000000000036e-12	62.03896103896104	LI12	LI
830031	840030	835030.5	78	48.81433007257229	NA	0	1	0.996005996001	1.0000000000000036e-12	61.87179487179487	LI12	LI
835031	845030	840030.5	84	46.498207252898695	0	0	1	0.996005996001	1.0000000000000036e-12	60.5	LI12	LI
840031	850030	845030.5	91	46.498207252898695	0	0	1	0.996005996001	1.0000000000000036e-12	61.79120879120879	LI12	LI
845031	855030	850030.5	85	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.4	LI12	LI
850031	860030	855030.5	94	755.8922702613967	0	0	1	0.996005996001	1.0000000000000036e-12	58	LI12	LI
855031	865030	860030.5	107	61.97606581056358	0	0	1	0.996005996001	1.0000000000000036e-12	59.4392523364486	LI12	LI
860031	870030	865030.5	118	61.97606581056358	0	0	1	0.996005996001	1.0000000000000036e-12	61.1271186440678	LI12	LI
865031	875030	870030.5	131	52.88476989185845	0	0	1	0.996005996001	1.0000000000000036e-12	60.099236641221374	LI12	LI
870031	880030	875030.5	100	54.9566191538317	111202.64075137423	0	1	0.996005996001	1.0000000000000036e-12	61.19	LI12	LI
875031	885030	880030.5	50	54.9566191538317	111202.64075137423	0	1	0.996005996001	1.0000000000000036e-12	54.4	LI12	LI
880031	890030	885030.5	29	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	42.793103448275865	LI12	LI
885031	895030	890030.5	44	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	59.04545454545455	LI12	LI
890031	900030	895030.5	66	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	57.878787878787875	LI12	LI
895031	905030	900030.5	39	31.186024069786072	0	0	1	0.996005996001	1.0000000000000036e-12	46	LI12	LI
900031	910030	905030.5	26	26.206888535448492	0	0	1	0.996005996001	1.0000000000000036e-12	28.115384615384617	LI12	LI
905031	915030	910030.5	55	21.22775300111091	NA	0	1	0.996005996001	1.0000000000000036e-12	50.78181818181818	LI12	LI
910031	920030	915030.5	86	56.38460723121667	0	0	1	0.996005996001	1.0000000000000036e-12	60.604651162790695	LI12	LI
915031	925030	920030.5	88	63.444133043289185	0	0	1	0.996005996001	1.0000000000000036e-12	61.61363636363637	LI12	LI
920031	930030	925030.5	107	52.68283817684685	0	0	1	0.996005996001	1.0000000000000036e-12	61.495327102803735	LI12	LI
925031	935030	930030.5	119	43.94470263911366	NA	0	1	0.996005996001	1.0000000000000036e-12	61.470588235294116	LI12	LI
930031	940030	935030.5	94	54.6309387644051	NA	0	1	0.996005996001	1.0000000000000036e-12	62.276595744680854	LI12	LI
935031	945030	940030.5	97	63.294015560987404	NA	0	1	0.996005996001	1.0000000000000036e-12	62.31958762886598	LI12	LI
940031	950030	945030.5	99	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.101010101010104	LI12	LI
945031	955030	950030.5	71	1323.474077851812	0	0	1	0.996005996001	1.0000000000000036e-12	61.394366197183096	LI12	LI
950031	960030	955030.5	73	1323.474077851812	0	0	1	0.996005996001	1.0000000000000036e-12	59.3013698630137	LI12	LI
955031	965030	960030.5	66	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	56.378787878787875	LI12	LI
960031	970030	965030.5	62	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	52.403225806451616	LI12	LI
965031	975030	970030.5	57	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	48.92982456140351	LI12	LI
970031	980030	975030.5	53	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	55.79245283018868	LI12	LI
975031	985030	980030.5	81	50.4305699133124	0	0	1	0.996005996001	1.0000000000000036e-12	60.888888888888886	LI12	LI
980031	990030	985030.5	65	53.93142963927469	0	0	1	0.996005996001	1.0000000000000036e-12	59.95384615384615	LI12	LI
985031	995030	990030.5	67	64.91482020937642	0	0	1	0.996005996001	1.0000000000000036e-12	60.507462686567166	LI12	LI
990031	1000030	995030.5	78	35.859322912169404	0	0	1	0.996005996001	1.0000000000000036e-12	60.217948717948715	LI12	LI
995031	1005030	1000030.5	84	33.62591116680236	0	0	1	0.996005996001	1.0000000000000036e-12	59.19047619047619	LI12	LI
1000031	1010030	1005030.5	112	31.722066521644592	0	0	1	0.996005996001	1.0000000000000036e-12	60.67857142857143	LI12	LI
1005031	1015030	1010030.5	116	60.92368765275358	NA	0	1	0.996005996001	1.0000000000000036e-12	62.60344827586207	LI12	LI
1010031	1020030	1015030.5	123	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.84552845528455	LI12	LI
1015031	1025030	1020030.5	92	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.09782608695652	LI12	LI
1020031	1030030	1025030.5	59	44.26589287324994	7370.9993784578055	0	1	0.996005996001	1.0000000000000036e-12	60.88135593220339	LI12	LI
1025031	1035030	1030030.5	64	44.26589287324994	7370.9993784578055	0	1	0.996005996001	1.0000000000000036e-12	52.421875	LI12	LI
1030031	1040030	1035030.5	108	65.97750164350111	1.3129725701459027e-4	0	1	0.996005996001	1.0000000000000036e-12	55.583333333333336	LI12	LI
1035031	1045030	1040030.5	134	65.97750164350111	0	0	1	0.996005996001	1.0000000000000036e-12	61.14179104477612	LI12	LI
1040031	1050030	1045030.5	133	70.77531325745436	0	0	1	0.996005996001	1.0000000000000036e-12	61.94736842105263	LI12	LI
1045031	1055030	1050030.5	122	70.77531325745436	1387.5285516764493	0	1	0.996005996001	1.0000000000000036e-12	61.25409836065574	LI12	LI
1050031	1060030	1055030.5	95	38.769764759710206	0	0	1	0.996005996001	1.0000000000000036e-12	60.05263157894737	LI12	LI
1055031	1065030	1060030.5	94	48.67319739224303	0	0	1	0.996005996001	1.0000000000000036e-12	61.56382978723404	LI12	LI
1060031	1070030	1065030.5	71	61.950810777683515	NA	0	1	0.996005996001	1.0000000000000036e-12	62.61971830985915	LI12	LI
1065031	1075030	1070030.5	68	61.81435126773854	0	0	1	0.996005996001	1.0000000000000036e-12	61.61764705882353	LI12	LI
1070031	1080030	1075030.5	102	61.81435126773854	0	0	1	0.996005996001	1.0000000000000036e-12	59.990196078431374	LI12	LI
1075031	1085030	1080030.5	109	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	60.19266055045872	LI12	LI
1080031	1090030	1085030.5	98	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	61.52040816326531	LI12	LI
1085031	1095030	1090030.5	110	61.97455333182695	NA	0	1	0.996005996001	1.0000000000000036e-12	61.29090909090909	LI12	LI
1090031	1100030	1095030.5	102	61.97455333182695	NA	0	1	0.996005996001	1.0000000000000036e-12	61.69607843137255	LI12	LI
1095031	1105030	1100030.5	94	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.787234042553195	LI12	LI
1100031	1110030	1105030.5	95	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.88421052631579	LI12	LI
1105031	1115030	1110030.5	79	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	63.0253164556962	LI12	LI
1110031	1120030	1115030.5	94	52.159340747887356	0	0	1	0.996005996001	1.0000000000000036e-12	61.98936170212766	LI12	LI
1115031	1125030	1120030.5	97	52.159340747887356	0	0	1	0.996005996001	1.0000000000000036e-12	62	LI12	LI
1120031	1130030	1125030.5	114	NA	NA	0	1	0.996005996001	1.0000000000000036e-12	62.04385964912281	LI12	LI
1125031	1135030	1130030.5	161	65.86151607598453	NA	0	1	0.996005996001	1.0000000000000036e-12	62.22360248447205	LI12	LI
1130031	1140030	1135030.5	147	65.86151607598453	NA	0	1	0.996005996001	1.0000000000000036e-12	61.80952380952381	LI12	LI
1135031	1145030	1140030.5	120	55.47293423253489	24126.655768429788	0	1	0.996005996001	1.0000000000000036e-12	59.825	LI12	LI
1140031	1150030	1145030.5	107	55.47293423253489	24126.655768429788	0	1	0.996005996001	1.0000000000000036e-12	60.4392523364486	LI12	LI
